"Type","Name","Id","Path"
"UMLUseCase","registrar_apercier_caja","AAAAAAFr41xpp0S9tpY=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","gestionar_ventas","AAAAAAFr41yl00Uzs0A=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","gestionar_cobranzas","AAAAAAFr4108KkWpMI8=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","generar_nota_remision_venta","AAAAAAFr412dAkYfEMg=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","registrar_notacredito","AAAAAAFr413t3EaVNUg=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","registrar_notadebito","AAAAAAFr414cYkbzGr8=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCase","Bucador","AAAAAAFr6Hb8zrlIgQs=","/taller_analisis/old/Casos_Uso/gestion_ventas"
"UMLUseCaseDiagram","casos_uso_Referenciales_compras","AAAAAAFr6IySWcIePVo=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_Ciudad","AAAAAAFr6JNUHshnnxE=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_Marcas","AAAAAAFr6JN3Z8ihnJs=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_nacionalidad","AAAAAAFr6JOiR8jk3NM=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_usuarios","AAAAAAFr6JPD68ke+bo=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_sucursales","AAAAAAFr6JPhlclYAK8=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_proveedores","AAAAAAFr6JUdJsmiDE8=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_tipo_impuesto","AAAAAAFr6JW6GsncTzY=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_Depositos","AAAAAAFr6JZVYMoWNnQ=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_empleados","AAAAAAFr6JblMcqK/YU=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_Cargos","AAAAAAFr6Jb9A8rEdtw=","/taller_analisis/old/Casos_Uso"
"UMLUseCaseDiagram","casos_uso_Referenciales_servicios","AAAAAAFr6JzPps4M/YE=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_vehiculos","AAAAAAFr6J7A489KpVM=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_modelo_auto","AAAAAAFr6J7dHc+Elnc=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_colores","AAAAAAFr6J8E1M++klg=","/taller_analisis/old/Casos_Uso"
"UMLUseCaseDiagram","casos_uso_Referenciales_ventas","AAAAAAFr6J+ZfdBjJsk=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_clientes","AAAAAAFr6KEIItFn0HM=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_estado_civil","AAAAAAFr6KEiStGhGkY=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_articulos","AAAAAAFr6KE2LtHbSFk=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_personas","AAAAAAFr6KFnf9IVD3w=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_entidad_emisora","AAAAAAFr6KF699JP3tc=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_bancos","AAAAAAFr6KGO0tKJ+FY=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_cajas","AAAAAAFr6KHOTNLDBbE=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","Buscador","AAAAAAFr7X4zvrDT3Ik=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_forma_cobro","AAAAAAFsFLSAp+9xgj8=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","mantener_unidad_medida","AAAAAAFsIOtVJoo4aI8=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_unidad_medida","AAAAAAFsIOyN6orP7XU=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_timbrado","AAAAAAFsNOgKny46/74=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_equipo_trabajo","AAAAAAFsNThWoD3z6DY=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_Motivo_inv","AAAAAAFsaS8dYTNiOAU=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_motivo_nremision","AAAAAAFsaS9e0TOwTe8=","/taller_analisis/old/Casos_Uso"
"UMLUseCase","gui_monedas","AAAAAAFskk6luczsguA=","/taller_analisis/old/Casos_Uso"
"UMLActivity","Diagrama_actividad_general","AAAAAAFrr4Nwi2kMYh8=","/taller_analisis/old"
"UMLActivityDiagram","ActividadCompras","AAAAAAFrr4Nwi2kN6r4=","/taller_analisis/old/Diagrama_actividad_general"
"UMLActivityDiagram","ActividadServicios","AAAAAAFrr4NwjmlvN60=","/taller_analisis/old/Diagrama_actividad_general"
"UMLActivityDiagram","ActividadesVentas","AAAAAAFrr4XdYXVJ7rA=","/taller_analisis/old/Diagrama_actividad_general"
"UMLProfileDiagram","StandardProfileL2","AAAAAAFsISZrspU2bak=","/taller_analisis/old/UMLStandardProfile"
"UMLProfileDiagram","Robustness Stereotypes","AAAAAAFsISZruJWgQ/A=","/taller_analisis/old/UMLStandardProfile"
"UMLProfileDiagram","StandardProfileL3","AAAAAAFsISZrvJYKpeQ=","/taller_analisis/old/UMLStandardProfile"
"UMLPackage","Casos de Uso","AAAAAAGAqZZLREC0ED4=","/taller_analisis/Diagramas"
"UMLUseCaseDiagram","Casos de Uso de Negocios","AAAAAAGAqZZLREC1k5s=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Mantener referenciales","AAAAAAGAqZZLR0HTixs=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestion de Compras","AAAAAAGAqZZLR0HdJug=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestion de Servicios","AAAAAAGAqZZLR0Hgkug=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestion de Facturacion","AAAAAAGAqZZLR0HnynM=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestion de informes","AAAAAAGAqZZLR0HsFo0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Mantener Referenciales General","AAAAAAGAqZZLR0Hu4RY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","referenciales compras","AAAAAAGAqZZLSEJV1hE=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","referenciales servicios","AAAAAAGAqZZLSEJWEwc=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","referenciales facturacion","AAAAAAGAqZZLSEJXG40=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Referenciales Compras","AAAAAAGAqZZLSEJYql8=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Referenciales Servicios","AAAAAAGAqZZLSEJ6cww=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Referenciales Facturacion","AAAAAAGAqZZLSUKcAHE=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Gestion de Compras","AAAAAAGAqZZLSkK+gkg=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Pedido","AAAAAAGAqZZLS0NfBCk=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar presupuesto del proveedor","AAAAAAGAqZZLS0Ng1a8=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Generar ordenes de compras","AAAAAAGAqZZLS0Ni+IY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar compras Generar cuentas a pagar Registrar libro de compras","AAAAAAGAqZZLS0Nkj3U=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar notas de crÃ©dito y dÃ©bito","AAAAAAGAqZZLS0Nla9Q=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar ajuste de stock","AAAAAAGAqZZLS0NntXY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar nota de remisiÃ³n","AAAAAAGAqZZLS0NpEAM=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Gestion de Servicios","AAAAAAGAqZZLS0NrRCE=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Solicitud de servicios","AAAAAAGAqZZLTkQbJy0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Promociones","AAAAAAGAqZZLTkQcsi8=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Presupuesto","AAAAAAGAqZZLTkQeG8I=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Generar Orden de Trabajo","AAAAAAGAqZZLTkQgkko=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Servicios y Registrar insumos utilizados","AAAAAAGAqZZLTkQh1hY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Reclamos de Clientes","AAAAAAGAqZZLTkQjwoA=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de Uso Gestion de Facturacion","AAAAAAGAqZZLTkQlzo4=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar","AAAAAAGAqZZLUES3vyo=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Generar el arqueo de caja","AAAAAAGAqZZLUES4TrE=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestionar ventas Registrar libro de ventas Generar cuentas a cobrar","AAAAAAGAqZZLUES6wlI=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestionar notas de crÃ©dito y dÃ©bito","AAAAAAGAqZZLUES7IWk=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar nota de remisiÃ³n","AAAAAAGAqZZLUES9nLI=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener ciudades","AAAAAAGAruRz9LR8dX4=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener empleados","AAAAAAGAruS6u7TUXiU=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener cargos","AAAAAAGAruTpk7UsKBw=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener sucursales","AAAAAAGAruUGs7WEwRk=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener empresa","AAAAAAGAruUZw7XcF5c=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener tipo impuesto","AAAAAAGAruV2+7aMgVs=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener articulos","AAAAAAGAruZmVrbnJlU=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener usuarios","AAAAAAGAruavbbc/49A=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener modelo auto","AAAAAAGArueDM76e3T0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener marcas","AAAAAAGArueUy772rdA=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener colores","AAAAAAGAruelm79ObMI=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener vehiculos","AAAAAAGAruew07+mCro=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener equipo trabajo","AAAAAAGArugQi7/+pus=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener unidad medida","AAAAAAGArujgrMMqfvc=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener categorias","AAAAAAGArukHNMOR1CE=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener clientes","AAAAAAGArumzu8ZzXIo=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener cajas","AAAAAAGAruqd68sY8+E=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener timbrado","AAAAAAGAruqqSstw9l0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener bancos","AAAAAAGArurJI8vICHQ=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener entidad emisora","AAAAAAGArurve8xIHJg=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener forma cobro","AAAAAAGArus3u8zI8+0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Gestionar las cobranzas por forma de cobro","AAAAAAGAwsHKkRDvJdc=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Generar Transferencia","AAAAAAGdFYciKZSdV+c=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Buscador","AAAAAAGdFaXSQ4Sb8Jo=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Buscador","AAAAAAGdFcDf+Dwj1i0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Diagnostico","AAAAAAGdFcrpfE8PQOY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Buscador de OT","AAAAAAGdFcvJXFEXn9k=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de uso - generar informes","AAAAAAGdebjzkNhHMg8=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_referenciales","AAAAAAGdebqtIfnaANU=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_movimientos","AAAAAAGdebrOqfsE2rc=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de uso Informe referenciales","AAAAAAGdeb4VFw4lFSs=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_articulos","AAAAAAGdecCU1TJxz7E=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_proveedores","AAAAAAGdecDZJDOQQAc=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_clientes","AAAAAAGdecDzhTSQufo=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_empleados","AAAAAAGdecECvDWQNFw=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","imprimir","AAAAAAGdecFmPkxZCgk=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de uso informe movimientos compras","AAAAAAGdecG/Z1/lNGw=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_pedidos","AAAAAAGdecPTs3D31jg=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_presupuestos","AAAAAAGdecP2wnJC11M=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_ordenes_de_compra","AAAAAAGdecQTknNCZ44=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_compras","AAAAAAGdecREdHRC6cY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_libro_de_compras","AAAAAAGdecRdzHVCb1c=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_movimientos_stock","AAAAAAGdecSGpHZC6eI=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCaseDiagram","Caso de uso informe movimientos servicios","AAAAAAGdecZ4D+dFZI0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_compras","AAAAAAGdecfEGgFp6bs=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_servicios","AAAAAAGdecifEyaumiY=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_solicitudes_servicios","AAAAAAGdecjaLCxPxbA=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_presupuestos","AAAAAAGdeckOAy15L7A=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_ordenes_trabajo","AAAAAAGdeckgyy6jJfo=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","informe_registro_servicios","AAAAAAGdeck/9S/Nvj0=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","Registrar Descuentos","AAAAAAGd0PXId/DNmjQ=","/taller_analisis/Diagramas/Casos de Uso"
"UMLUseCase","mantener unidad medida","AAAAAAGd0W0jlgg7F2s=","/taller_analisis/Diagramas/Casos de Uso"
"UMLPackage","Diagrama de Actividades","AAAAAAGBaeA8oIQgsqs=","/taller_analisis/Diagramas"
"UMLPackage","Compras","AAAAAAGBaeA8oIQi1W8=","/taller_analisis/Diagramas/Diagrama de Actividades"
"UMLActivity","actividad_compra","AAAAAAGBaeA8oIQjEz4=","/taller_analisis/Diagramas/Diagrama de Actividades/Compras"
"UMLActivityDiagram","Acompra","AAAAAAGBaeA8oIQk5is=","/taller_analisis/Diagramas/Diagrama de Actividades/Compras/actividad_compra"
"UMLPackage","servicios","AAAAAAGBaeA8pohNCu0=","/taller_analisis/Diagramas/Diagrama de Actividades"
"UMLActivity","actividad_servicios","AAAAAAGBaeA8pohOTzQ=","/taller_analisis/Diagramas/Diagrama de Actividades/servicios"
"UMLActivityDiagram","Aservicios","AAAAAAGBaeA8pohPj0g=","/taller_analisis/Diagramas/Diagrama de Actividades/servicios/actividad_servicios"
"UMLPackage","Ventas","AAAAAAGBaeA8o4ZjqTo=","/taller_analisis/Diagramas/Diagrama de Actividades"
"UMLActivity","actividad_ventas","AAAAAAGBaeA8o4Zk6j0=","/taller_analisis/Diagramas/Diagrama de Actividades/Ventas"
"UMLActivityDiagram","Aventas","AAAAAAGBaeA8o4ZlGIo=","/taller_analisis/Diagramas/Diagrama de Actividades/Ventas/actividad_ventas"
"UMLPackage","Diagrama de Secuencia","AAAAAAGAqZZLUUS//N0=","/taller_analisis/Diagramas"
"UMLPackage","Gestion de Compras","AAAAAAGAqZZLUUTAP60=","/taller_analisis/Diagramas/Diagrama de Secuencia"
"UMLCollaboration","Registrar pedido","AAAAAAGAqZZLUUTB4nc=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar","AAAAAAGAqZZLUUTCOT8=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar pedido"
"UMLSequenceDiagram","Agregar","AAAAAAGAqZZLUUTDuE8=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar pedido/Agregar"
"UMLInteraction","Anular","AAAAAAGAqiIwEpKzC5Q=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar pedido"
"UMLSequenceDiagram","Anular","AAAAAAGAqiIwEpK0ZuI=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar pedido/Anular"
"UMLCollaboration","Registrar Presupuesto","AAAAAAGAqiHeHY5LLhg=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar Presupuesto","AAAAAAGAqiHeHY5MyZI=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Presupuesto"
"UMLSequenceDiagram","Agregar Presupuesto","AAAAAAGAqiHeHY5Nbvw=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Presupuesto/Agregar Presupuesto"
"UMLInteraction","Anular Presupuesto","AAAAAAGBMLY/Mz8zD+0=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Presupuesto"
"UMLSequenceDiagram","Anular Presupuesto","AAAAAAGBMLY/Mz80LzI=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Presupuesto/Anular Presupuesto"
"UMLCollaboration","Generar Orden de Compra","AAAAAAGBK2rUNlDKIaU=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar Orden de Compra","AAAAAAGBK2rUNlDLmzs=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Generar Orden de Compra"
"UMLSequenceDiagram","Agregar Orden de Compra","AAAAAAGBK2rUNlDMKOQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Generar Orden de Compra/Agregar Orden de Compra"
"UMLInteraction","Anular Orden de Compra","AAAAAAGBMK/mUi7FNhI=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Generar Orden de Compra"
"UMLSequenceDiagram","Anular Orden de Compra","AAAAAAGBMK/mUi7GQSQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Generar Orden de Compra/Anular Orden de Compra"
"UMLCollaboration","Registrar Compra","AAAAAAGBK3XGdF1vqqo=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar Compra","AAAAAAGBK3XGdF1wgGA=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Compra"
"UMLSequenceDiagram","Agregar Compra","AAAAAAGBK3XGdF1xVw0=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Compra/Agregar Compra"
"UMLInteraction","Anular Compra","AAAAAAGBMOyROlV6pdY=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Compra"
"UMLSequenceDiagram","Anular Compra","AAAAAAGBMOyROlV74yg=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Compra/Anular Compra"
"UMLCollaboration","Registrar Nota de Remision","AAAAAAGBK3gXlGnwCuQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar Nota de Remision","AAAAAAGBK3gXlGnxQU4=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Nota de Remision"
"UMLSequenceDiagram","Agregar Nota de Remision","AAAAAAGBK3gXlGnyKU0=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Nota de Remision/Agregar Nota de Remision"
"UMLInteraction","Anular Nota de Remision","AAAAAAGBMSdTU3ka6TE=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Nota de Remision"
"UMLSequenceDiagram","Anular Nota de Remision","AAAAAAGBMSdTU3kbyF4=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar Nota de Remision/Anular Nota de Remision"
"UMLCollaboration","Registrar notas de crÃ©dito y dÃ©bito","AAAAAAGBK3os/XYshlY=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar ND NC","AAAAAAGBK3os/XYtLgI=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar notas de crÃ©dito y dÃ©bito"
"UMLSequenceDiagram","Agregar ND NC","AAAAAAGBK3os/XYubNQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar notas de crÃ©dito y dÃ©bito/Agregar ND NC"
"UMLInteraction","Anular ND NC","AAAAAAGBPBDXRZ5Vkqk=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar notas de crÃ©dito y dÃ©bito"
"UMLSequenceDiagram","Anular ND NC","AAAAAAGBPBDXRZ5WndQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar notas de crÃ©dito y dÃ©bito/Anular ND NC"
"UMLCollaboration","Registrar ajuste de inventario","AAAAAAGBK4ZsVIPIa5E=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras"
"UMLInteraction","Agregar Ajuste de Inventario","AAAAAAGBK4ZsVIPJgDM=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar ajuste de inventario"
"UMLSequenceDiagram","Agregar Ajuste de Inventario","AAAAAAGBK4ZsVIPKH3w=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar ajuste de inventario/Agregar Ajuste de Inventario"
"UMLInteraction","Anular Ajuste de Inventario","AAAAAAGBMUd0jqiQRAY=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar ajuste de inventario"
"UMLSequenceDiagram","Anular Ajuste de Inventario","AAAAAAGBMUd0jqiRxyM=","/taller_analisis/Diagramas/Diagrama de Secuencia/Gestion de Compras/Registrar ajuste de inventario/Anular Ajuste de Inventario"
"UMLPackage","GestiÃ³n de Servicios","AAAAAAGAqZZLUUTaGA0=","/taller_analisis/Diagramas/Diagrama de Secuencia"
"UMLCollaboration","Registrar Solicitud de servicios","AAAAAAGBLuYVLnv5iSs=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Solicitud de servicios","AAAAAAGBLuYVLnv6Q7I=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Solicitud de servicios"
"UMLSequenceDiagram","Agregar  Solicitud de servicios","AAAAAAGBLuYVLnv7NqQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Solicitud de servicios/Agregar Solicitud de servicios"
"UMLInteraction","Anular  Solicitud de servicios","AAAAAAGBNCwAtRJz94U=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Solicitud de servicios"
"UMLSequenceDiagram","Anular  Solicitud de servicios","AAAAAAGBNCwAtRJ03g8=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Solicitud de servicios/Anular  Solicitud de servicios"
"UMLCollaboration","Registrar Promociones y Descuentos","AAAAAAGBLucjTIie8FQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Promociones y Descuentos","AAAAAAGBLucjTIifAbo=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Promociones y Descuentos"
"UMLSequenceDiagram","Agregar Promociones y Descuentos","AAAAAAGBLucjTIigtpM=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Promociones y Descuentos/Agregar Promociones y Descuentos"
"UMLInteraction","Anular Promociones y Descuentos","AAAAAAGBNEKx9CZQ9oQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Promociones y Descuentos"
"UMLSequenceDiagram","Anular Promociones y Descuentos","AAAAAAGBNEKx9CZRqNQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Promociones y Descuentos/Anular Promociones y Descuentos"
"UMLCollaboration","Registrar Presupuesto","AAAAAAGBLuik3pTXtNM=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Presupuesto","AAAAAAGBLuik3pTY7jc=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Presupuesto"
"UMLSequenceDiagram","Agregar Presupuesto","AAAAAAGBLuik3pTZwSA=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Presupuesto/Agregar Presupuesto"
"UMLInteraction","Anular Presupuesto","AAAAAAGBSkkWdg4UNtY=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Presupuesto"
"UMLSequenceDiagram","Anular Presupuesto","AAAAAAGBSkkWdw4V12E=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Presupuesto/Anular Presupuesto"
